A1;A2;A3;A4;A5;A6;A7;A8;A9;A10;A11;A12;A14;Class
d;36;6.675.933.855.635.840;y;g;cc;v;4.349.845.798.238.420;t;603;t;f;123119;1
c;34;8.078.459.419.412.580;y;g;no_cc;v;0.6532617191173146;f;800;f;t;72003;0
b;38;7.622.851.347.766.150;u;g;no_cc;v;3.952.548.971.374.420;f;465;f;t;88379;0
a;31;7.978.136.488.586.340;u;p;cc;t;0.6241040698342415;t;714;t;t;114837;0
d;26;435.583.314.812.933;u;p;no_cc;v;3.971.053.312.747.020;t;761;t;t;111996;1
c;63;8.178.342.161.750.210;u;p;no_cc;t;13.788.378.412.567.800;f;413;f;t;117454;0
d;18;12.020.905.537.060.800;u;p;cc;v;4.385.452.905.090.940;t;732;f;f;114283;1
b;68;5.444.890.979.608.490;u;g;no_cc;t;47.202.104.691.269.800;f;655;t;f;35972;1
c;62;0.057586604981215705;y;p;cc;v;0.7439798470255782;f;506;t;t;143805;1
b;30;32.458.582.990.027.000;u;p;no_cc;t;23.133.780.253.269.600;f;534;t;t;113846;1
d;21;3.664.615.348.713.970;y;g;no_cc;v;4.904.936.890.813.420;f;741;t;f;42927;1
b;18;3.961.726.916.092.550;y;p;no_cc;v;2.417.037.179.865.730;t;654;f;t;140589;1
d;66;6.954.672.066.898.620;y;g;cc;v;4.317.737.612.572.720;f;814;t;f;135657;1
d;57;3.885.581.012.703.450;u;p;no_cc;t;2.943.657.610.656.590;t;507;t;f;86630;0
a;49;4.486.936.226.225.300;y;p;cc;v;18.766.495.395.980.000;f;424;f;t;124428;1
c;51;2.375.441.308.743.270;u;p;cc;v;1.428.917.777.629.350;f;437;f;f;142035;1
d;45;3.732.517.916.293.400;y;g;cc;t;10.161.154.554.304.300;f;638;f;t;72347;1
d;48;22.726.962.726.315.100;u;g;cc;t;38.089.909.568.884.800;t;836;t;f;119708;1
a;25;0.7319592376844364;y;p;no_cc;v;19.327.025.341.151.300;t;367;t;t;146244;0
d;56;6.034.485.933.813.770;y;p;cc;t;25.563.773.110.037.500;t;840;f;f;108860;1
c;43;6.682.127.985.550.160;y;p;cc;v;24.616.274.000.059.000;t;682;t;f;106210;1
c;51;6.194.903.460.096.140;y;g;no_cc;t;28.863.951.461.656.500;t;318;f;t;89518;0
d;20;46.349.404.380.057.200;y;p;cc;v;4.327.885.728.122.760;t;749;t;f;65283;0
d;67;3.797.857.801.792.290;y;g;cc;t;4.903.696.717.917.140;t;373;t;t;101326;0
b;29;8.633.336.495.718.250;y;p;cc;t;20.379.210.428.690.800;t;575;t;f;32205;0
c;18;5.190.817.851.362.180;u;g;no_cc;t;4.137.594.610.531.510;t;347;f;f;140243;0
d;61;479.181.877.629.731;u;p;no_cc;v;38.226.389.732.735.800;t;510;f;t;109874;0
d;22;0.2564206580643569;u;g;no_cc;t;28.676.447.572.778.600;t;839;t;f;32748;0
b;47;34.124.782.762.615.600;u;p;no_cc;v;4.780.235.718.059.660;f;490;t;t;41097;0
b;47;38.019.561.878.585.700;u;p;no_cc;t;1.002.372.577.642.010;t;614;f;f;23092;0
a;34;3.988.227.808.969.000;y;p;no_cc;v;0.5463210515481071;t;412;t;f;73311;0
b;65;5.801.723.692.273.320;u;p;no_cc;t;4.269.809.834.777.110;t;469;f;f;42692;0
d;64;5.336.025.467.268.780;y;g;cc;v;21.957.490.831.687.400;t;767;t;t;144954;1
d;40;6.079.050.927.934.440;y;p;cc;t;42.348.442.710.353.000;t;313;t;t;43862;0
b;32;76.488.326.154.212.800;u;g;cc;v;44.654.510.259.770.700;f;587;f;t;110396;0
a;54;8.129.857.387.160.930;u;p;no_cc;t;0.3122879680953572;t;488;f;f;99507;0
b;38;7.181.230.762.264.940;y;p;no_cc;t;4.417.323.814.930.300;t;454;f;t;100152;0
b;31;9.555.236.959.549.340;y;g;cc;t;2.241.595.276.847.110;f;770;f;f;90469;1
c;19;0.1823258267636163;u;g;cc;v;25.521.624.450.211.600;t;374;f;f;24926;0
c;28;1.957.779.856.835.460;y;p;cc;v;3.132.962.555.466.050;t;576;f;f;111299;0
d;68;0.0756287497814212;y;g;cc;v;46.319.130.336.504.300;f;642;t;f;23969;1
a;56;647.474.714.154.603;u;g;no_cc;v;0.09558047214882015;t;724;t;f;55733;0
a;55;898.030.548.949.987;u;g;no_cc;v;23.842.173.415.890.800;f;810;f;t;89855;1
a;51;24.348.229.657.629.900;y;p;cc;t;34.386.102.121.528.000;f;481;f;f;61743;0
d;55;9.270.345.447.963.060;y;g;cc;v;3.613.534.788.491.140;f;757;f;f;59876;0
c;67;0.6026739028956085;y;g;no_cc;t;346.266.215.768.554;f;363;t;f;127445;1
a;51;9.344.360.268.055.140;u;g;cc;t;0.6721756470406093;t;559;t;f;40323;0
b;35;3.516.226.872.396.340;u;p;no_cc;v;14.969.779.418.584.000;t;492;f;t;36428;0
b;47;10.142.082.844.921.600;y;g;no_cc;t;17.935.776.270.850.600;f;705;f;f;54578;1
c;32;4.858.717.591.863.250;u;g;cc;t;4.022.186.038.397.520;t;392;f;t;106486;0
c;44;2.567.765.677.205.070;u;g;cc;t;13.937.993.620.727.600;t;729;t;t;128577;1
b;68;28.487.290.196.192.200;y;p;cc;v;10.535.248.193.360.100;t;733;f;t;84140;1
a;51;30.728.996.492.628.600;u;g;cc;v;4.787.240.095.190.480;t;703;t;f;146378;1
d;69;8.030.258.978.326.630;y;p;no_cc;t;0.0443164255673445;t;733;t;f;127325;0
a;55;5.391.612.766.752.540;y;p;cc;v;4.989.104.278.409.890;f;411;t;t;103829;1
c;50;31.130.769.915.600.300;u;p;no_cc;t;3.384.106.494.286.970;f;674;f;f;26364;1
b;41;6.103.337.833.109.180;y;p;cc;t;4.142.346.497.245.580;f;358;t;t;148867;1
a;32;7.161.506.742.231.930;u;g;no_cc;t;14.730.969.817.309.600;f;342;f;t;55349;0
a;47;27.262.400.073.353.300;y;p;no_cc;v;0.07157638833529989;t;506;t;f;20691;0
c;59;4.135.491.015.253.510;u;g;no_cc;v;36.893.475.928.076.500;f;595;f;t;146899;1
b;68;12.188.609.333.694.700;y;g;cc;v;4.170.722.985.003.370;t;417;t;t;115598;0
b;34;18.114.934.953.468.000;u;p;cc;t;3.702.380.659.767.590;t;831;f;f;86467;1
a;22;6.811.178.539.649.820;u;g;no_cc;t;0.714251436504193;t;521;t;f;65896;0
d;46;18.143.834.769.562.600;u;p;no_cc;v;3.767.139.611.284.840;f;465;f;f;77062;0
d;21;5.251.633.836.670.600;y;p;cc;t;38.446.139.105.382.000;t;455;t;f;117266;0
d;27;7.090.462.617.224.320;y;g;no_cc;t;32.927.025.783.502.700;t;483;f;f;99762;0
c;34;10.687.692.309.474.300;y;p;cc;t;3.830.579.663.977.930;f;389;f;f;33861;0
d;27;5.673.122.196.289.030;y;g;cc;v;4.229.607.198.388.660;f;393;f;t;116837;1
c;34;25.656.278.370.136.300;y;g;cc;t;3.068.020.571.187.290;f;312;f;t;133779;1
d;37;9.629.268.752.375.790;y;p;cc;v;0.4430235698483953;t;737;t;t;108302;0
d;41;4.835.456.467.199.240;y;g;cc;t;24.381.390.483.360.500;f;837;f;t;121710;1
d;22;8.059.925.497.751.580;y;p;cc;t;0.3882466733580253;f;449;f;t;83928;0
a;51;5.502.265.421.562.610;u;g;cc;t;2.037.715.155.162.150;f;307;t;f;126643;1
a;23;0.43412532854819164;u;g;no_cc;v;20.355.324.456.281.300;f;328;t;t;135720;1
d;19;63.315.137.559.402.200;y;g;no_cc;t;0.3300492207012079;f;595;t;f;103231;1
d;30;951.403.342.206.657;y;g;no_cc;t;17.441.026.698.473.900;t;639;f;f;61347;0
b;60;6.016.118.201.463.310;u;p;no_cc;v;0.5549904939565742;f;738;f;t;23121;1
c;60;8.191.888.594.267.900;y;g;no_cc;t;40.411.760.500.461.100;t;443;f;f;103793;0
a;65;8.842.064.633.484.070;y;p;no_cc;t;47.384.401.298.223.500;f;818;t;f;48164;0
a;28;22.807.977.194.893.200;y;p;cc;t;0.36158237628969303;t;344;f;f;45491;0
c;68;21.204.483.990.822.600;u;p;no_cc;t;4.775.576.036.458.500;t;538;t;f;79222;0
a;64;61.098.098.885.099.100;y;g;no_cc;t;26.128.829.966.837.200;t;454;f;t;43165;0
b;40;4.110.284.698.067.040;y;p;cc;v;14.978.283.897.693.600;t;480;f;f;134250;0
a;33;8.398.613.028.667.200;u;p;cc;t;0.38431037638081755;f;514;f;f;23748;0
c;48;9.000.231.233.980.110;y;g;no_cc;t;2.503.121.340.352.080;f;387;f;t;118581;0
c;28;3.534.213.793.027.180;y;g;no_cc;v;39.725.777.224.537.400;t;555;f;f;46553;0
a;33;23.687.055.897.448.200;u;p;cc;v;35.354.323.863.334.900;f;810;t;t;136547;1
c;25;7.805.255.152.438.610;y;p;no_cc;t;0.2511300573198688;t;372;t;t;80380;0
d;21;2.748.060.355.481.360;y;p;cc;v;0.36450917683951756;t;478;f;t;64331;0
b;57;8.226.143.185.136.780;y;p;no_cc;t;20.143.664.131.631.800;f;511;f;t;116033;0
c;21;4.237.382.536.487.620;u;p;cc;t;14.764.524.702.397.100;f;533;t;t;116844;1
c;42;6.675.498.992.914.700;y;g;no_cc;t;11.619.216.152.802.300;f;764;f;f;140617;1
d;20;0.9553531383466818;u;g;no_cc;v;1.405.022.494.543.560;t;522;f;t;59560;0
c;49;623.859.324.676.573;y;g;cc;t;4.017.413.716.484.420;t;563;f;f;73865;0
c;20;4.517.676.787.372.290;y;p;no_cc;t;464.614.026.815.927;t;506;f;f;66686;0
a;44;5.866.084.631.754.740;y;p;no_cc;v;2.025.513.472.637.830;t;665;f;f;95910;1
d;46;16.801.420.774.486.300;y;g;no_cc;t;4.530.555.010.662.480;f;575;t;f;24675;0
d;49;7.368.737.449.441.820;y;p;no_cc;t;160.747.850.623.941;t;679;f;f;86706;0
c;67;8.627.970.775.432.280;u;g;no_cc;v;2.382.184.931.718.950;t;608;f;f;126985;0
b;68;21.673.980.009.077.500;u;g;no_cc;t;11.301.449.890.799.900;f;567;f;t;129021;1
b;36;0.9571455552016173;u;p;cc;t;32.023.802.108.792.100;t;363;t;t;144062;0
d;38;0.23638586046336396;u;p;cc;v;4.894.905.575.874.040;t;649;t;f;147359;1
a;22;64.197.150.044.326.600;u;g;no_cc;t;30.174.654.802.168.900;f;793;f;t;97986;1
c;35;6.070.940.360.887.800;y;g;no_cc;t;17.890.704.205.677.400;t;822;t;t;96216;1
a;45;54.669.741.271.407;u;g;cc;t;3.239.087.229.952.640;f;397;f;t;30068;0
d;59;23.194.709.611.597.500;y;p;cc;v;0.6146033923269378;t;370;f;t;74460;0
d;39;39.090.599.590.551.400;y;p;no_cc;v;4.443.295.401.326.990;t;663;t;f;120766;1
c;38;5.944.763.351.861.730;y;p;cc;t;2.515.419.753.899.180;f;575;t;t;66418;0
a;23;4.967.668.588.591.690;y;p;no_cc;v;224.674.871.019.821;f;349;t;t;46206;0
b;18;9.877.855.202.148.870;y;g;no_cc;t;2.929.323.942.267.590;t;657;f;f;148180;0
d;22;13.643.975.255.673.300;u;g;no_cc;t;31.239.193.139.470.100;f;784;t;f;20287;1
d;58;6.951.445.540.475.930;u;p;cc;t;0.35887903113256514;t;383;f;f;42337;0
d;29;4.043.187.681.042.920;y;g;cc;t;3.413.086.106.117.010;t;595;f;f;40666;0
c;43;4.281.996.149.256.140;u;g;cc;v;1.209.658.401.577.640;f;535;t;t;136595;1
d;63;7.175.977.656.581.760;y;g;no_cc;t;3.569.763.162.532.940;t;355;f;t;21161;0
d;51;6.924.361.513.243.690;y;g;cc;v;4.112.673.971.920.980;f;659;f;f;134817;1
d;66;9.912.559.937.021.880;u;g;cc;v;4.019.792.537.762.600;t;409;t;f;141025;0
c;31;12.839.428.945.412.500;y;g;no_cc;v;27.625.048.370.394.400;t;491;f;f;120667;0
d;43;10.410.964.938.416.600;u;g;no_cc;v;2.600.849.461.553.750;f;392;t;f;110071;1
b;62;7.243.388.171.287.410;y;g;no_cc;t;0.7143798066970586;t;359;f;t;118064;0
a;44;5.783.869.170.064.090;y;g;cc;v;3.876.730.752.015.670;t;338;t;f;58751;0
b;26;27.416.066.655.980.500;u;g;cc;t;13.570.469.022.335.700;f;839;t;f;102063;1
d;43;0.794193689889866;u;g;no_cc;v;2.483.477.114.089.730;f;348;t;t;126511;1
d;64;0.8565824959643054;u;g;cc;t;14.213.704.646.375.800;f;719;f;t;109389;1
c;39;8.941.908.746.641.180;y;g;no_cc;v;0.6691418149984657;t;312;f;f;34758;0
d;64;1.918.673.247.187.420;u;p;cc;t;31.477.884.844.586.800;t;335;f;f;85780;0
c;47;32.337.156.211.552.000;u;p;cc;t;0.27166017411451915;f;400;t;f;135614;1
d;60;226.656.402.226.988;u;p;no_cc;v;3.743.226.170.631;t;385;f;f;23178;0
a;65;35.499.630.583.193.700;u;g;cc;t;15.879.339.763.055.800;f;815;t;f;51831;1
d;34;0.6942384274609337;u;g;cc;t;0.0006734650224266003;f;522;f;t;22176;0
a;43;5.190.597.909.082.700;y;g;cc;t;2.555.645.696.186.140;t;637;f;f;123306;1
d;53;0.676125635922149;y;p;no_cc;v;0.23425954263801563;f;465;t;t;53654;0
d;18;8.003.565.078.223.610;y;g;cc;v;13.808.477.891.044.900;t;682;f;f;143220;0
d;25;23.371.208.191.043.300;y;p;no_cc;v;3.534.882.437.278.580;f;675;t;t;46627;1
d;66;5.400.119.146.045.100;u;p;cc;t;0.3134481081093293;t;770;t;f;72550;0
c;52;8.800.790.875.614.580;y;g;no_cc;t;4.196.692.461.780.010;t;330;f;f;132025;0
a;69;65.087.736.904.719.400;u;g;no_cc;t;0.01909961329291554;t;674;t;f;64910;0
c;32;5.329.577.865.513.350;u;p;no_cc;t;12.341.193.460.095.100;t;310;f;t;110417;0
c;64;3.243.337.531.153.750;y;g;cc;t;3.704.520.280.760.350;f;601;f;t;78251;1
b;39;3.330.019.130.581.970;u;p;no_cc;t;1.581.350.748.646.530;t;395;t;t;55422;0
d;31;6.694.869.551.981.900;u;p;cc;t;0.5094619403300676;f;489;t;t;31984;0
a;43;9.941.393.612.211.670;u;g;no_cc;v;18.011.695.940.021.300;f;752;t;t;109312;1
a;45;6.618.391.898.493.780;y;g;no_cc;v;13.519.664.319.226.200;f;491;t;f;81386;1
d;40;5.577.834.173.700.240;u;g;cc;t;4.213.559.510.802.770;f;785;t;t;103291;1
c;31;7.306.505.102.392.460;u;g;cc;t;15.667.395.879.257.100;f;565;f;t;27135;0
c;41;4.652.056.122.837.180;y;g;cc;t;3.944.662.358.880.030;t;723;f;t;20320;0
a;19;0.6014234260078521;u;p;no_cc;v;4.459.360.724.053.670;f;427;f;t;122958;1
d;62;56.229.681.587.790.900;y;p;cc;v;21.690.870.978.826.400;t;537;f;t;114171;0
c;43;9.576.252.845.053.800;y;g;cc;v;454.971.571.927.196;f;654;f;f;41684;0
d;31;17.530.294.235.765.900;u;p;no_cc;t;18.865.902.698.159.600;t;411;t;f;75913;0
c;68;6.900.048.908.206.650;u;p;cc;t;4.820.392.082.450.540;f;745;f;f;108774;1
c;24;20.093.368.865.905.600;y;g;cc;v;0.44644762262786464;f;642;f;t;41889;1
b;20;53.582.768.447.308.100;y;g;no_cc;v;3.435.096.332.516.210;t;444;t;t;115849;0
a;64;0.9667644964671962;y;g;cc;t;24.690.702.022.846.400;f;364;t;f;118071;1
c;40;4.503.709.362.581.850;u;p;no_cc;t;19.382.440.272.782.300;f;546;f;t;68899;0
c;63;7.561.633.288.952.460;y;g;no_cc;t;31.635.593.937.430.000;t;789;f;f;144011;0
d;60;34.757.152.423.898.200;u;p;cc;v;3.519.285.458.171.650;f;738;t;t;30770;1
a;64;664.911.724.487.218;y;g;no_cc;t;0.021816348251545437;t;405;t;t;59321;0
b;62;7.954.499.607.897.290;y;g;no_cc;v;0.8347654437359936;f;480;f;t;105962;0
c;35;9.271.778.194.794.520;y;g;cc;t;35.652.302.531.715.900;t;483;f;f;129863;0
d;55;23.464.208.185.545.300;u;g;cc;v;3.331.927.067.891.030;f;525;t;f;61777;0
